"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"13836","314",3,"2",865000,"3","56","12","186","58","3","2","2",194,"8",-37.7538,144.9991,"4","329"
"13837","314",2,"3",462000,"3","246","12","186","58","2","1","1",0,"8",-37.7561,145.0067,"4","329"
"13838","314",3,"1",1100000,"1","384","12","186","58","3","2","1",359,"8",-37.7551,144.9916,"4","329"
"13839","314",4,"1",1635000,"3","171","12","186","58","4","2","2",464,"8",-37.7579,145.0169,"4","329"
"13840","314",3,"2",998000,"6","171","12","186","58","3","2","1",0,"8",-37.7579,145,"4","329"
"13841","314",2,"3",600000,"3","204","31","186","58","2","1","1",0,"8",-37.7549,144.9979,"4","329"
"13842","314",3,"1",1346000,"3","246","31","186","58","3","2","2",349,"8",-37.7544,144.998,"4","329"
"13843","314",3,"1",1130000,"3","171","31","186","58","3","1","1",381,"8",-37.7575,145.0128,"4","329"
"13845","314",3,"1",1275000,"1","171","31","186","58","3","1","2",517,"8",-37.7638,145.0182,"4","329"
"13846","314",3,"1",1200000,"3","384","31","186","58","3","1","1",447,"8",-37.7622,145.0074,"4","329"
"13849","314",2,"1",915000,"3","204","33","186","58","2","1","1",502,"8",-37.7541,145.016,"4","329"
"13850","314",1,"3",300000,"6","221","33","186","58","1","1","1",948,"8",-37.7577,145.0151,"4","329"
"13852","314",3,"3",880000,"6","221","54","186","58","3","1","2",242,"8",-37.7639,145.0135,"4","329"
"13853","314",2,"2",960000,"3","171","54","186","58","2","2","2",158,"8",-37.7587,144.9881,"4","329"
"13855","314",2,"1",1260000,"3","246","54","186","58","2","1","0",317,"8",-37.7606,144.9995,"4","329"
"13856","314",2,"1",1100000,"6","221","54","186","58","3","1","1",330,"8",-37.7629,145.0165,"4","329"
"13857","323",3,"1",810000,"8","234","69","44","69","3","1","1",667,"2",-37.743,145.0839,"2","123"
"13858","323",4,"1",1140000,"3","234","74","44","69","4","2","4",863,"2",-37.7317,145.0952,"2","123"
"13859","323",4,"1",1003000,"3","246","31","44","69","4","2","2",619,"2",-37.7355,145.0928,"2","123"
"13862","323",4,"1",1155000,"1","106","33","44","69","4","2","3",780,"2",-37.7308,145.0932,"2","123"
"13865","331",3,"1",880000,"3","24","69","53","71","3","1","4",555,"2",-37.713,145.0894,"4","101"
"13866","331",5,"1",826000,"3","24","69","53","71","5","1","2",545,"2",-37.705,145.0825,"4","101"
"13867","331",4,"1",952000,"3","24","74","53","71","4","2","2",729,"2",-37.711,145.081,"4","101"
"13868","331",3,"1",677500,"3","46","74","53","71","3","1","2",245,"2",-37.716,145.0769,"4","101"
"13870","331",4,"1",761000,"3","201","33","53","71","4","1","2",696,"2",-37.7054,145.0809,"4","101"
"13871","331",3,"1",715000,"6","24","33","53","71","3","1","2",312,"2",-37.7031,145.0773,"4","101"
"13872","331",4,"1",932500,"3","234","33","53","71","4","2","2",585,"2",-37.7154,145.0777,"4","101"
"13873","331",3,"1",895000,"3","24","54","53","71","3","1","2",775,"2",-37.7075,145.0807,"4","101"
"13874","336",4,"1",1435000,"3","364","69","201","8","4","2","2",523,"18",-37.798,144.8728,"8","229"
"13875","336",2,"1",470000,"6","126","69","201","8","2","1","1",0,"18",-37.8088,144.8715,"8","229"
"13876","336",2,"1",502000,"3","340","69","201","8","2","1","1",2701,"18",-37.8109,144.8684,"8","229"
"13878","336",3,"3",580000,"6","168","74","201","8","2","1","0",183,"18",-37.7968,144.8708,"8","229"
"13879","336",1,"3",375000,"3","48","74","201","8","1","1","1",60,"18",-37.7971,144.8703,"8","229"
"13880","336",2,"1",650000,"8","340","74","201","8","2","1","1",452,"18",-37.804,144.8772,"8","229"
"13881","336",3,"2",815000,"3","221","74","201","8","3","1","2",203,"18",-37.7928,144.8811,"8","229"
"13882","336",4,"1",970000,"1","34","74","201","8","4","1","2",528,"18",-37.7969,144.8647,"8","229"
"13884","336",4,"1",1325000,"3","139","74","201","8","4","2","4",525,"18",-37.7994,144.8763,"8","229"
"13885","336",3,"1",890000,"3","34","12","201","8","3","1","3",334,"18",-37.7916,144.8762,"8","229"
"13886","336",3,"1",900000,"3","139","31","201","8","3","1","0",218,"18",-37.7963,144.8801,"8","229"
"13887","336",2,"3",266000,"3","340","31","201","8","2","1","1",1059,"18",-37.8062,144.8665,"8","229"
"13888","336",3,"1",830000,"1","48","31","201","8","3","1","0",370,"18",-37.7916,144.8715,"8","229"
"13889","336",2,"1",888000,"1","340","31","201","8","2","1","2",401,"18",-37.7903,144.8703,"8","229"
"13890","336",3,"1",1040000,"3","168","31","201","8","3","1","1",330,"18",-37.7961,144.8815,"8","229"
"13891","336",2,"3",490000,"3","364","33","201","8","2","1","1",117,"18",-37.7968,144.8735,"8","229"
"13892","336",3,"1",935000,"3","168","33","201","8","3","1","2",325,"18",-37.7922,144.8818,"8","229"
"13893","336",3,"1",975000,"3","168","33","201","8","3","1","0",318,"18",-37.7955,144.8713,"8","229"
"13896","336",1,"3",185000,"1","168","54","201","8","1","1","1",0,"18",-37.798,144.8672,"8","229"
"13897","343",4,"1",2165000,"6","126","69","199","11","4","2","2",450,"12",-37.861,144.8985,"8","268"
"13898","343",3,"1",1245000,"3","139","69","199","11","3","2","2",292,"12",-37.8575,144.8922,"8","268"
"13899","343",4,"1",2075000,"6","126","69","199","11","4","3","2",324,"12",-37.8622,144.8884,"8","268"
"13900","343",2,"3",543000,"3","380","74","199","11","2","1","1",0,"12",-37.8536,144.8981,"8","268"
"13901","343",3,"1",1150000,"6","168","74","199","11","3","1","0",308,"12",-37.8526,144.895,"8","268"
"13902","343",3,"1",1290000,"3","315","74","199","11","3","1","0",273,"12",-37.8651,144.8986,"8","268"
"13903","343",2,"1",1000000,"3","292","12","199","11","2","1","2",447,"12",-37.8602,144.8997,"8","268"
"13904","343",5,"1",2040000,"3","126","12","199","11","5","3","2",531,"12",-37.8629,144.8781,"8","268"
"13906","343",4,"1",1412000,"6","380","12","199","11","4","2","4",551,"12",-37.8579,144.8786,"8","268"
"13907","343",2,"3",465000,"3","292","12","199","11","2","1","1",0,"12",-37.8589,144.8921,"8","268"
"13909","343",2,"1",855000,"3","380","31","199","11","2","1","1",160,"12",-37.8546,144.8883,"8","268"
"13910","343",2,"3",550000,"6","380","33","199","11","2","1","2",0,"12",-37.8685,144.9058,"8","268"
"13911","343",2,"3",490000,"3","364","33","199","11","2","1","1",0,"12",-37.8588,144.8919,"8","268"
"13912","343",4,"1",1200000,"6","364","54","199","11","4","3","2",183,"12",-37.8566,144.8737,"8","268"
"13913","343",3,"1",1330000,"3","126","54","199","11","3","2","2",184,"12",-37.8629,144.8896,"8","268"
"13914","343",4,"1",1500000,"8","126","54","199","11","4","3","2",450,"12",-37.8617,144.8786,"8","268"
"13915","343",4,"1",1630000,"3","340","54","199","11","4","2","2",260,"12",-37.8657,144.8942,"8","268"
"13916","351",3,"1",935000,"3","168","69","191","9","3","1","0",212,"18",-37.8143,144.8883,"8","273"
"13917","351",3,"1",990000,"3","168","69","191","9","3","1","2",340,"18",-37.8227,144.8827,"8","273"
"13918","351",2,"1",950000,"6","364","69","191","9","2","1","0",94,"18",-37.8167,144.888,"8","273"
"13919","351",2,"1",1196000,"3","126","74","191","9","2","1","2",451,"18",-37.8178,144.8752,"8","273"
"13920","351",2,"1",470000,"3","340","74","191","9","2","1","1",79,"18",-37.8226,144.8842,"8","273"
"13921","351",3,"1",1131500,"6","168","74","191","9","3","1","1",248,"18",-37.8157,144.8925,"8","273"
"13923","351",4,"1",2035000,"3","168","74","191","9","4","2","0",607,"18",-37.8128,144.8905,"8","273"
"13924","351",3,"1",935000,"3","168","74","191","9","3","1","0",198,"18",-37.8194,144.8914,"8","273"
"13925","351",3,"1",892000,"3","364","12","191","9","3","1","2",449,"18",-37.8195,144.8766,"8","273"
"13927","351",4,"1",985500,"3","168","12","191","9","4","1","5",445,"18",-37.8228,144.8769,"8","273"
"13928","351",2,"3",650000,"6","168","12","191","9","2","2","2",0,"18",-37.8161,144.8967,"8","273"
"13929","351",3,"2",1070000,"3","168","12","191","9","3","2","2",257,"18",-37.813,144.8703,"8","273"
"13930","351",2,"3",397000,"3","364","12","191","9","2","1","1",0,"18",-37.8128,144.8953,"8","273"
"13931","351",2,"1",1035000,"3","340","31","191","9","2","1","3",469,"18",-37.8184,144.872,"8","273"
"13932","351",3,"1",1370000,"3","126","31","191","9","3","2","2",389,"18",-37.8181,144.8882,"8","273"
"13933","351",2,"1",650000,"1","364","31","191","9","2","1","2",304,"18",-37.8122,144.8671,"8","273"
"13934","351",2,"1",820000,"1","364","31","191","9","2","1","0",211,"18",-37.812,144.8865,"8","273"
"13935","351",3,"1",750000,"1","221","31","191","9","3","2","1",390,"18",-37.8227,144.8955,"8","273"
"13936","351",2,"3",497600,"6","168","31","191","9","2","1","1",0,"18",-37.8167,144.8936,"8","273"
"13937","351",3,"1",970000,"3","292","31","191","9","3","2","0",354,"18",-37.8212,144.8937,"8","273"
"13939","351",2,"1",1256000,"3","139","33","191","9","2","1","3",531,"18",-37.8158,144.8707,"8","273"
"13940","351",3,"2",1120000,"3","139","33","191","9","3","2","0",152,"18",-37.811,144.8889,"8","273"
"13942","351",3,"1",1425000,"1","168","54","191","9","3","3","2",305,"18",-37.8149,144.8942,"8","273"
"13943","351",3,"1",872500,"6","168","54","191","9","3","1","2",189,"18",-37.8145,144.8808,"8","273"
"13944","351",4,"1",1455000,"3","364","54","191","9","4","1","1",328,"18",-37.8097,144.8906,"8","273"
"13945","351",1,"3",331000,"3","168","54","191","9","1","1","1",0,"18",-37.8105,144.8952,"8","273"
"13946","351",3,"1",950000,"3","340","54","191","9","3","2","2",287,"18",-37.8233,144.8825,"8","273"
"13949","1",3,"1",1000000,"6","34","74","82","55","3","1","0",198,"33",-37.8025,144.9939,"4","191"
"13953","1",2,"3",870000,"3","34","31","82","55","2","2","1",0,"33",-37.8055,144.9961,"4","191"
"13956","1",2,"1",1050000,"3","171","54","82","55","2","1","0",129,"33",-37.8099,145.0027,"4","191"
"13957","1",2,"1",1242000,"3","246","54","82","55","2","1","1",249,"33",-37.8052,144.9963,"4","191"
"13958","1",3,"1",1165000,"3","171","54","82","55","3","2","0",92,"33",-37.797,144.9957,"4","191"
"13959","3",3,"1",872500,"3","246","74","41","34","3","1","1",594,"24",-37.7203,144.8757,"8","164"
"13960","3",3,"1",720000,"3","43","74","41","34","3","2","2",305,"24",-37.7284,144.8874,"8","164"
"13963","3",3,"1",985000,"3","219","54","41","34","3","1","1",841,"24",-37.7251,144.8785,"8","164"
"13964","3",3,"1",510000,"8","246","54","41","34","3","1","1",488,"24",-37.7191,144.8857,"8","164"
"13965","3",2,"3",480000,"8","24","54","41","34","2","1","1",128,"24",-37.7216,144.8837,"8","164"
"13967","6",3,"1",800000,"3","29","74","45","14","4","2","5",689,"5",-37.7776,144.8167,"8","90"
"13968","6",2,"3",420000,"3","29","12","45","14","2","1","1",192,"5",-37.7832,144.8275,"8","90"
"13969","6",3,"1",700000,"3","98","12","45","14","3","1","2",697,"5",-37.7841,144.8169,"8","90"
"13970","6",3,"3",580000,"1","98","12","45","14","3","2","2",250,"5",-37.7798,144.8156,"8","90"
"13971","6",1,"3",200000,"8","109","31","45","14","1","1","1",1175,"5",-37.7849,144.8272,"8","90"
"13972","6",3,"1",621000,"3","139","31","45","14","3","1","3",547,"5",-37.7765,144.8123,"8","90"
"13973","6",3,"3",600000,"4","98","31","45","14","3","1","1",181,"5",-37.7815,144.8128,"8","90"
"13974","8",3,"1",840000,"6","139","74","44","12","3","1","2",577,"12",-37.864,144.8161,"8","235"
"13976","8",5,"1",1480000,"6","126","12","44","12","5","3","4",725,"12",-37.8712,144.8107,"8","235"
"13978","8",2,"2",600000,"6","139","31","44","12","2","1","2",190,"12",-37.8718,144.819,"8","235"
"13979","8",2,"2",597500,"3","139","33","44","12","2","1","2",178,"12",-37.8701,144.8209,"8","235"
"13981","8",3,"1",1165000,"3","126","54","44","12","3","1","2",700,"12",-37.8707,144.8076,"8","235"
"13982","8",4,"1",1295000,"3","126","54","44","12","3","1","2",725,"12",-37.8678,144.816,"8","235"
"13983","14",2,"1",1450000,"3","384","74","20","118","2","1","1",627,"4",-37.8689,145.0882,"7","148"
"13984","14",2,"3",925000,"3","171","74","20","118","2","1","2",257,"4",-37.866,145.089,"7","148"
"13985","14",4,"1",2220000,"3","214","12","20","118","4","3","2",480,"4",-37.8726,145.0716,"7","148"
"13987","14",3,"1",1912500,"3","171","33","20","118","3","2","2",869,"4",-37.8686,145.0721,"7","148"
"13990","14",4,"1",2085000,"1","51","54","20","118","4","2","2",705,"4",-37.8635,145.0895,"7","148"
"13993","23",3,"1",1380000,"3","24","74","214","82","3","2","1",548,"4",-37.8021,145.0637,"7","251"
"14001","23",2,"3",825000,"1","34","31","214","82","2","2","2",288,"4",-37.8078,145.1031,"7","251"
"14004","23",3,"1",1670000,"1","106","33","214","82","3","1","1",534,"4",-37.8114,145.0793,"7","251"
"14005","23",3,"2",1680000,"3","106","33","214","82","3","3","1",329,"4",-37.8101,145.0844,"7","251"
"14009","49",3,"1",750000,"3","139","31","19","8","3","1","2",667,"5",NA,NA,"8","339"
"14010","49",2,"1",1005000,"3","139","33","19","8","2","1","2",780,"5",-37.8241,144.8419,"8","339"
"14011","66",3,"3",1520000,"3","139","74","9","43","3","2","2",214,"20",-37.8177,144.8496,"4","277"
"14013","66",2,"2",960000,"8","246","31","9","43","2","2","1",0,"20",-37.7947,144.9724,"4","277"
"14014","66",2,"3",995000,"3","384","33","9","43","2","2","1",0,"20",-37.7973,144.9712,"4","277"
"14015","66",1,"3",490000,"3","139","54","9","43","1","1","1",0,"20",-37.7998,144.9689,"4","277"
"14016","66",2,"3",500000,"8","274","54","9","43","2","1","1",4076,"20",-37.7941,144.9678,"4","277"
"14018","119",4,"1",1750000,"8","246","31","13","69","4","2","2",707,"2",-37.762,145.0645,"2","66"
"14019","119",5,"1",2710000,"1","234","54","13","69","5","3","2",1001,"2",-37.7605,145.0593,"2","66"
"14020","120",1,"3",503000,"3","34","74","7","3","1","1","1",0,"20",-37.8161,144.9845,"4","147"
"14021","120",2,"3",810000,"3","34","12","7","3","2","1","1",944,"20",-37.8144,144.9896,"4","147"
"14022","120",4,"1",4275000,"3","58","31","7","3","4","2","2",326,"20",-37.8133,144.9865,"4","147"
"14024","122",1,"3",385000,"3","34","74","203","153","1","1","1",1851,"10",-37.8822,144.9994,"7","223"
"14025","122",3,"2",850000,"8","28","74","203","153","3","2","2",114,"10",-37.8857,145.0011,"7","223"
"14026","122",2,"3",740000,"6","119","74","203","153","2","1","1",0,"10",-37.8881,145.0097,"7","223"
"14029","122",3,"1",1940000,"3","34","31","203","153","3","2","2",439,"10",-37.892,145.0103,"7","223"
"14032","122",2,"3",595000,"3","151","54","203","153","2","1","1",0,"10",-37.886,145.0008,"7","223"
"14033","122",2,"3",632500,"3","119","54","203","153","2","1","1",0,"10",-37.8817,145.0032,"7","223"
"14034","125",2,"3",687000,"6","34","74","196","152","2","1","1",1912,"28",-37.8795,144.98,"7","332"
"14035","125",2,"3",1260000,"3","139","74","196","152","2","2","2",626,"28",-37.8865,144.9874,"7","332"
"14037","125",2,"3",695000,"3","139","74","196","152","2","1","1",845,"28",-37.8888,144.991,"7","332"
"14039","125",3,"3",950000,"3","378","12","196","152","3","1","1",0,"28",-37.8794,144.9804,"7","332"
"14040","125",1,"3",360000,"3","34","12","196","152","1","1","0",0,"28",-37.8749,144.9799,"7","332"
"14041","125",3,"1",1875000,"8","71","12","196","152","3","2","2",270,"28",-37.8805,144.9933,"7","332"
"14043","125",2,"3",642000,"3","139","31","196","152","2","1","0",0,"28",-37.8753,144.9902,"7","332"
"14044","125",3,"1",1520000,"3","71","31","196","152","3","2","1",362,"28",-37.8772,144.9904,"7","332"
"14045","125",5,"1",2275000,"3","34","31","196","152","5","2","1",399,"28",-37.8777,144.9915,"7","332"
"14046","125",2,"3",800000,"6","51","31","196","152","2","2","2",0,"28",-37.8857,144.9884,"7","332"
"14048","125",2,"3",500000,"4","240","31","196","152","2","1","1",0,"28",-37.8777,144.9891,"7","332"
"14052","125",1,"3",490000,"8","221","54","196","152","1","1","1",0,"28",-37.8852,144.9877,"7","332"
"14053","130",4,"1",1291000,"3","24","74","212","33","4","2","2",521,"24",-37.7372,144.9022,"8","38"
"14056","130",2,"2",810000,"3","266","31","212","33","2","2","1",175,"24",-37.7417,144.9079,"8","38"
"14057","130",2,"3",415500,"3","246","33","212","33","2","1","1",82,"24",-37.743,144.9084,"8","38"
"14059","139",2,"2",1100000,"8","246","74","8","53","2","2","1",81,"33",-37.7976,144.9778,"4","256"
"14060","139",2,"2",1350000,"3","246","74","8","53","2","1","2",6261,"33",-37.799,144.975,"4","256"
"14062","139",2,"3",600000,"8","246","74","8","53","2","1","1",2122,"33",-37.7967,144.9836,"4","256"
"14069","139",2,"1",1350000,"8","171","12","8","53","2","1","0",131,"33",-37.7999,144.9776,"4","256"
"14070","139",3,"1",2725000,"3","171","12","8","53","3","2","1",0,"33",-37.8007,144.9833,"4","256"
"14075","139",2,"2",1050000,"3","246","31","8","53","2","1","1",87,"33",-37.7959,144.9802,"4","256"
"14076","139",3,"1",1326000,"3","246","31","8","53","3","2","2",718,"33",-37.8065,144.9781,"4","256"
"14077","139",2,"1",1200000,"6","43","54","8","53","2","1","0",63,"33",-37.8018,144.9825,"4","256"
"14079","139",2,"3",681500,"6","171","54","8","53","2","1","1",0,"33",-37.7964,144.9839,"4","256"
"14081","155",3,"1",680000,"3","246","74","42","35","3","2","1",277,"26",-37.7039,144.8986,"8","12"
"14082","155",3,"1",741000,"3","246","74","42","35","3","2","2",585,"26",-37.7055,144.8943,"8","12"
"14083","155",4,"1",990000,"3","246","12","42","35","4","2","2",702,"26",-37.7071,144.8989,"8","12"
"14084","155",4,"1",970000,"3","246","54","42","35","4","2","3",737,"26",-37.7088,144.8938,"8","12"
"14085","181",3,"1",485000,"6","24","74","49","38","3","1","2",630,"13",-37.6822,144.9108,"4","322"
"14087","181",4,"1",618000,"3","387","31","49","38","4","1","2",604,"13",-37.6875,144.9102,"4","322"
"14092","188",3,"3",616000,"3","24","33","49","34","3","1","2",431,"5",-37.721,144.8584,"8","18"
"14093","188",3,"1",773000,"3","246","54","49","34","3","2","2",650,"5",-37.724,144.8514,"8","18"
"14094","189",1,"3",355000,"6","99","74","158","24","1","1","1",2581,"20",-37.7979,144.9265,"4","234"
"14095","189",1,"2",425000,"4","34","74","158","24","1","1","1",0,"20",-37.7886,144.9253,"4","234"
"14096","189",2,"3",535000,"6","266","74","158","24","2","2","1",2592,"20",-37.7961,144.9261,"4","234"
"14097","189",2,"3",500000,"3","99","74","158","24","2","1","1",0,"20",-37.7897,144.9228,"4","234"
"14098","189",2,"3",525000,"8","99","12","158","24","2","1","1",0,"20",-37.7912,144.9318,"4","234"
"14099","189",2,"1",1110000,"3","246","31","158","24","2","1","0",155,"20",-37.7989,144.9275,"4","234"
"14100","189",3,"2",917500,"3","246","31","158","24","3","1","1",98,"20",-37.791,144.9323,"4","234"
"14101","189",2,"3",730000,"6","305","31","158","24","2","2","1",2135,"20",-37.7956,144.935,"4","234"
"14102","189",2,"2",811000,"6","34","31","158","24","2","1","0",113,"20",-37.7898,144.9276,"4","234"
"14104","189",3,"1",1190000,"3","305","31","158","24","3","2","1",180,"20",-37.7973,144.9208,"4","234"
"14105","189",2,"1",903000,"3","305","33","158","24","2","1","0",184,"20",-37.7964,144.9339,"4","234"
"14106","189",3,"1",902500,"3","305","33","158","24","3","1","1",0,"20",-37.7954,144.9259,"4","234"
"14107","189",4,"1",1817000,"6","151","33","158","24","4","2","1",309,"20",-37.791,144.928,"4","234"
"14108","189",2,"3",528000,"3","246","33","158","24","2","1","1",0,"20",-37.7928,144.9279,"4","234"
"14109","189",2,"1",1000000,"8","246","54","158","24","2","1","0",159,"20",-37.7985,144.9307,"4","234"
"14110","189",1,"3",380000,"8","99","54","158","24","1","1","1",2592,"20",-37.7961,144.9261,"4","234"
"14111","189",4,"1",1817000,"6","151","54","158","24","4","2","1",309,"20",-37.791,144.928,"4","234"
"14113","222",3,"1",1420000,"3","315","74","157","173","3","1","0",112,"28",-37.8447,144.9604,"7","84"
"14114","222",2,"1",1335000,"3","126","74","157","173","2","1","1",107,"28",-37.8468,144.9612,"7","84"
"14116","222",2,"1",1300000,"3","139","74","157","173","2","1","0",132,"28",-37.8527,144.9657,"7","84"
"14118","222",4,"1",2860000,"3","71","31","157","173","4","3","2",160,"28",-37.8471,144.9595,"7","84"
"14119","222",3,"1",1630000,"3","65","54","157","173","3","1","0",143,"28",-37.8484,144.963,"7","84"
"14120","222",3,"1",2250000,"8","214","54","157","173","3","2","1",148,"28",-37.8496,144.963,"7","84"
"14122","230",2,"1",1035000,"3","221","74","50","157","2","1","1",593,"14",-37.9396,145.0519,"7","117"
"14124","230",3,"1",1321000,"3","69","74","50","157","3","1","2",688,"14",-37.9432,145.0462,"7","117"
"14125","230",2,"2",742500,"3","51","12","50","157","2","1","1",179,"14",-37.9369,145.0473,"7","117"
"14126","230",3,"1",860000,"4","151","33","50","157","3","1","2",601,"14",-37.9409,145.0602,"7","117"
"14129","242",3,"1",2161000,"3","246","12","80","41","3","2","1",230,"20",-37.7987,144.9434,"4","279"
"14132","242",3,"1",1485000,"3","171","31","80","41","3","1","1",198,"20",-37.8029,144.9459,"4","279"
"14133","242",2,"2",755000,"1","246","54","80","41","2","1","1",1537,"20",NA,NA,"4","279"
"14134","242",2,"1",940000,"3","173","54","80","41","2","1","0",89,"20",-37.9394,145.089,"4","279"
"14136","250",3,"1",770000,"3","57","74","51","136","3","1","1",590,"14",-37.918,145.085,"6","179"
"14137","250",3,"1",985100,"3","119","74","51","136","3","1","2",621,"14",-37.9115,145.0889,"6","179"
"14138","250",4,"1",1410000,"3","51","12","51","136","4","2","4",590,"14",-37.9316,145.0821,"6","179"
"14139","250",3,"3",815000,"3","384","12","51","136","3","1","2",393,"14",-37.9233,145.1062,"6","179"
"14140","250",4,"1",1205500,"3","384","33","51","136","4","2","2",553,"14",NA,NA,"6","179"
"14141","250",3,"1",1042500,"3","384","33","51","136","3","1","4",658,"14",-37.9176,145.0839,"6","179"
"14143","250",3,"1",799999,"3","384","54","51","136","3","2","4",590,"14",NA,NA,"6","179"
"14144","250",5,"1",1200000,"1","51","54","51","136","5","2","2",532,"14",NA,NA,"6","179"
"14148","287",3,"2",815000,"3","380","12","209","10","3","2","2",148,"12",-37.8287,144.8705,"8","343"
"14149","287",2,"3",321000,"6","168","12","209","10","2","1","1",0,"12",-37.8288,144.8711,"8","343"
"14150","287",3,"1",995000,"3","48","31","209","10","3","1","0",669,"12",-37.8303,144.8679,"8","343"
"14151","287",3,"1",1290000,"3","168","31","209","10","3","1","3",715,"12",-37.8289,144.8718,"8","343"
"14152","287",2,"3",300000,"1","168","33","209","10","2","1","1",0,"12",-37.8288,144.8711,"8","343"
"14153","291",2,"3",505000,"3","95","74","4","5","2","1","1",0,"20",-37.8242,144.9626,"7","317"
"14154","291",2,"3",595000,"3","315","74","4","5","2","1","1",0,"20",-37.8288,144.9679,"7","317"
"14155","291",2,"3",580000,"8","233","74","4","5","2","1","1",0,"20",-37.8273,144.9685,"7","317"
"14156","291",2,"3",580000,"4","379","12","4","5","2","1","1",0,"20",-37.8248,144.9667,"7","317"
"14158","292",3,"1",1320000,"3","168","74","196","10","3","1","3",738,"12",-37.826,144.8769,"8","34"
"14159","292",1,"3",380000,"3","168","74","196","10","1","1","1",89,"12",-37.8291,144.8848,"8","34"
"14161","292",3,"1",1100000,"6","126","12","196","10","3","1","0",305,"12",-37.8312,144.8893,"8","34"
"14162","292",3,"3",660000,"3","315","33","196","10","3","1","1",221,"12",-37.8297,144.8752,"8","34"
"14163","315",2,"3",867000,"3","171","74","162","113","2","1","1",1087,"29",-37.8373,145.0106,"7","287"
"14164","315",1,"3",552000,"3","246","74","162","113","1","1","1",0,"29",-37.8428,145.0081,"7","287"
"14165","315",2,"3",655000,"3","308","74","162","113","2","1","1",1816,"29",-37.8389,145.0141,"7","287"
"14166","315",3,"3",840000,"3","139","74","162","113","3","1","1",1678,"29",-37.8384,145.0178,"7","287"
"14167","315",2,"3",1010000,"1","214","74","162","113","2","2","2",586,"29",-37.8427,145.0236,"7","287"
"14172","315",2,"3",650000,"3","151","12","162","113","2","1","0",0,"29",-37.8454,145.0076,"7","287"
"14175","315",3,"1",2400000,"1","214","31","162","113","3","2","1",224,"29",-37.8445,145.0124,"7","287"
"14177","315",4,"1",3600000,"1","315","31","162","113","4","2","2",815,"29",-37.845,145.0134,"7","287"
"14178","315",2,"3",750000,"1","380","31","162","113","2","1","1",0,"29",-37.8432,145.0137,"7","287"
"14179","315",1,"3",247500,"4","315","33","162","113","1","1","1",0,"29",-37.8421,145.0104,"7","287"
"14181","315",3,"2",1320000,"3","119","54","162","113","3","2","1",3,"29",-37.8474,145.0125,"7","287"
"14182","315",3,"3",922500,"3","308","54","162","113","3","1","2",4657,"29",-37.8421,145.0237,"7","287"
"14183","315",2,"3",760000,"3","171","54","162","113","2","1","1",0,"29",-37.8359,145.0126,"7","287"
"14184","344",2,"3",546000,"3","380","74","207","11","2","1","1",2023,"12",-37.8573,144.8854,"8","307"
"14185","344",3,"2",670000,"8","168","74","207","11","3","2","2",146,"12",-37.857,144.8846,"8","307"
"14186","344",3,"1",1070000,"1","380","74","207","11","3","2","5",442,"12",-37.8538,144.8722,"8","307"
"14187","344",3,"1",1575000,"3","340","12","207","11","3","1","1",860,"12",-37.8565,144.8865,"8","307"
"14188","344",4,"1",1520000,"6","380","12","207","11","4","2","3",560,"12",-37.8559,144.8764,"8","307"
"14189","344",3,"2",720000,"6","168","12","207","11","3","2","2",146,"12",-37.857,144.8846,"8","307"
"14191","344",3,"1",1045000,"3","380","54","207","11","3","2","3",526,"12",-37.855,144.8742,"8","307"
"14192","345",2,"3",585000,"3","139","74","173","149","2","1","1",0,"28",-37.8559,144.999,"7","202"
"14193","345",2,"3",690000,"3","246","12","173","149","2","1","1",0,"28",-37.8573,144.9978,"7","202"
"14194","345",2,"3",854000,"6","384","33","173","149","2","1","1",774,"28",-37.8582,144.9979,"7","202"
"14195","345",1,"1",900000,"8","139","54","173","149","1","1","1",160,"28",-37.8556,144.9885,"7","202"
"14196","345",1,"3",350000,"6","184","54","173","149","1","1","0",0,"28",-37.8508,144.984,"7","202"
"14199","349",3,"1",721500,"3","90","31","54","70","3","1","1",594,"2",-37.7214,145.1063,"4","43"
"14200","349",5,"1",1060000,"3","46","54","54","70","5","2","2",627,"2",-37.7327,145.0804,"4","43"
"14202","349",3,"1",984000,"3","90","54","54","70","3","2","2",552,"2",-37.7285,145.0851,"4","43"
"14203","22",2,"3",450000,"6","51","12","187","151","2","1","1",0,"28",-37.8656,144.9919,"7","141"
"14204","22",2,"3",490000,"8","139","54","187","151","2","1","0",601,"28",-37.8757,144.998,"7","141"
"14205","22",1,"3",440000,"3","139","54","187","151","1","1","0",0,"28",-37.8686,144.9969,"7","141"
"14206","131",3,"1",1406000,"3","246","12","215","32","3","1","1",34,"24",-37.7506,144.8891,"8","259"
"14207","131",3,"1",1305000,"3","127","31","215","32","3","1","2",147,"24",-37.7523,144.8862,"8","259"
"14208","195",3,"3",488000,"3","294","12","31","68","3","1","1",260,"8",-37.7157,145.0386,"4","48"
"14211","337",3,"1",1750000,"3","384","12","10","4","3","1","1",160,"20",-37.8082,144.9451,"4","93"
"14212","337",2,"2",1013000,"3","8","31","10","4","2","2","1",0,"20",-37.8094,144.9452,"4","93"
